Track_Name,Artist,X,Y,Z,Acousticness,Energy,Valence
Answer : Love Myself,BTS,0.8277455293804764,0.2238026306636457,0.023687618263654696,0.189,0.793,0.45
UGH!,BTS,1.1590177136957884,-0.7766917165318797,-1.168321686429765,0.0394,0.824,0.333
MIC Drop,BTS,1.5699799441356306,-0.7074048935089968,-1.3615218741342092,0.00912,0.889,0.541
Lie,BTS,0.8570115288868797,0.37198652413440575,0.5702528627703093,0.00338,0.779,0.501
Bet You Wanna (Feat. Cardi B),BLACKPINK;Cardi B,1.441780680568396,-0.5611519447959994,-0.08527862963422736,0.00479,0.688,0.649
Your eyes tell,BTS,-1.4678894182738245,-0.5648369154709583,-0.4853108117032904,0.279,0.491,0.258
So What,BTS,1.477786372736436,0.00043488001409598985,-0.4875883585425642,0.0238,0.883,0.461
Epilogue: Young Forever,BTS,1.8827272955263532,-0.6598195138321004,0.5718364834320413,0.04,0.815,0.386
Magic Shop,BTS,-0.15486613165119145,-1.0070814922190585,-0.6934024579296918,0.103,0.661,0.278
Black Swan,BTS,1.0565109264956054,0.022028752111999075,-0.7683434297125479,0.137,0.757,0.489
House of Cards - Full Length Edition,BTS,-0.4138970468059689,-0.6365155224466527,0.21061879542963016,0.336,0.668,0.384
Trivia 轉 : Seesaw,BTS,1.4294964134302917,1.2193120047415218,-0.08797035495203284,0.179,0.791,0.674
Fly To My Room,BTS,0.9845762345576965,0.42372697224987166,-0.05837865902308491,0.0484,0.526,0.588
Make It Right,BTS,1.494015939444372,-2.1831225997540957,0.5530122705830446,0.0104,0.706,0.259
I'm Fine,BTS,1.5360711907076736,-0.7220894078073298,0.9144000656532625,0.00852,0.84,0.303
Heartbeat (BTS World Original Soundtrack),BTS,-0.45900849935739535,-1.6547693275760023,-1.1449745734811616,0.39,0.716,0.307
Dope,BTS,2.7935263607505645,-1.9390561095890797,-0.857940950411787,0.0272,0.896,0.678
Stay,BTS,0.2544418162280397,-0.11550716637897408,-0.17935728742834384,0.114,0.693,0.341
"Kiss and Make Up - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,1.552808780008235,-1.4095302382651722,1.605399013457818,0.13,0.697,0.551
134340,BTS,0.8146316740281021,0.9453567446611776,0.18655405168256287,0.155,0.687,0.651
Dimple,BTS,1.5718981416424023,-0.2962047193673659,-0.3970690772344317,0.14,0.844,0.652
IDOL,BTS;Nicki Minaj,1.8106003861524158,0.13962772046172361,-0.37894371637122504,0.00219,0.857,0.449
Paradise,BTS,2.4364734378904087,-1.7111996195142634,-0.9972183020431712,0.214,0.828,0.928
Really,BLACKPINK,3.1846325265308835,0.014719487486657034,-0.9499957626433398,0.0235,0.881,0.947
Yeah Yeah Yeah,BLACKPINK,0.35832847057710665,1.3421208064984396,-0.27041511785352357,0.00522,0.555,0.65
Jamais Vu,BTS,-0.8861426146461534,1.030840434636403,0.9200016156119015,0.226,0.47,0.241
Kick It,BLACKPINK,1.3934737217718454,0.6965509102609085,-0.3458638253009302,0.0156,0.787,0.381
Anpanman,BTS,3.031195374199965,1.137466807335301,0.22412177486364943,0.024,0.876,0.757
No More Dream,BTS,2.7424356456223813,-4.5182649268698665,-0.8210319658309955,0.0118,0.864,0.594
Danger,BTS,1.9393835141756208,0.26202962704352506,0.2351813695749864,0.000907,0.868,0.377
Outro : Ego,BTS,2.331323212821095,0.6464284086974396,-0.220527047202862,0.0121,0.903,0.473
Dis-ease,BTS,1.7507364262703875,0.5066794359686959,0.2552572881738671,0.0132,0.845,0.484
See U Later,BLACKPINK,2.74765752993806,-0.10884250771619834,0.6824008903775695,0.0376,0.926,0.571
Let Go,BTS,1.43897250135096,-2.2556675720702133,-1.1696375127513041,0.17,0.863,0.388
FAKE LOVE,BTS,0.8264788349660958,0.36109935602702825,1.1584302835302551,0.00267,0.719,0.345
Interlude : Shadow,BTS,0.8745542271915181,-4.309383574680061,-0.381173279988852,0.115,0.798,0.146
Film out,BTS,-0.07318993341334236,-0.20278902618726666,1.1925016930907413,0.297,0.71,0.293
21st Century Girl,BTS,2.508149839084459,1.1007855560769755,-0.0955725178420657,0.00424,0.906,0.763
War of Hormone,BTS,2.97947552946199,-1.1873252750877799,0.4102412380396574,0.116,0.993,0.488
Boy With Luv (Feat. Halsey),BTS;Halsey,2.0360651313564673,0.3442730989933404,-0.29131327417947983,0.0933,0.862,0.803
Monster,EXO,1.1881475728473692,-0.3227445928769222,-0.8952805652422207,0.0066,0.76,0.541
Intro: Singularity,BTS,-1.9712995943766238,1.36438631756621,0.5192471873862423,0.56,0.272,0.198
Airplane pt.2,BTS,2.2184870292253267,1.1155392364769745,-0.9928117661129378,0.0265,0.817,0.866
Coffee,BTS,1.5232086253894594,0.3796462741863559,0.8305083131576292,0.00862,0.798,0.573
Look Here,BTS,2.5175361857392846,1.4341626361030313,-0.48613057776530877,0.0418,0.854,0.784
Don't Leave Me,BTS,0.9408055300521374,-0.7638747458223075,-0.4533653404479128,0.116,0.778,0.386
Spine Breaker,BTS,3.5308666498676153,0.1222684830119221,0.3289409425351707,0.164,0.927,0.861
Blood Sweat & Tears,BTS,2.1695118693578688,-0.2664524145474106,0.6647928571178011,0.0245,0.882,0.612
Dionysus,BTS,1.9160867217033986,-1.9847549976608232,-1.3322359719534511,0.04,0.91,0.588
"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,2.0749452179428687,-0.5006021728330023,0.05876114958761598,0.0588,0.809,0.814
All Night (BTS World Original Soundtrack) [Pt. 3],BTS;Juice WRLD,1.4469378540490971,0.595895030976443,-0.3661942488214671,0.193,0.706,0.667
The Eve,EXO,0.9054738167682413,0.022095933276833842,-0.24382497210045304,0.0223,0.702,0.516
Stigma,BTS,-0.39819282676724543,-0.4226280980562151,-0.40199812226744086,0.148,0.475,0.335
Typa Girl,BLACKPINK,1.427138057462803,0.6248879794230394,0.4563009079931579,0.0555,0.596,0.511
Go Go,BTS,1.420406989393572,1.389942580575738,-0.8099282094743646,0.171,0.617,0.759
Hope Not,BLACKPINK,-1.4381549015236796,0.39744816452536874,0.1192252541724052,0.441,0.423,0.179
I NEED U,BTS,1.6137459666139964,-1.1400018015849407,-1.0427923913819503,0.0218,0.858,0.737
Outro: Wings,BTS,2.3998904410871935,-0.16402982132404934,-0.5400756637246557,0.00503,0.903,0.658
Awake,BTS,-0.944339633453443,-1.348544137699773,-0.23844142509861385,0.023,0.498,0.34
FAKE LOVE,BTS,0.5147987034163878,-1.1694318944127666,-0.5869446191542304,0.00257,0.714,0.357
Filter,BTS,2.112641705462637,1.5123854211545082,-0.1894395626502335,0.0224,0.762,0.859
No More Dream,BTS,2.7424356456223813,-4.5182649268698665,-0.8210319658309955,0.0118,0.864,0.594
The Truth Untold,BTS;Steve Aoki,-1.7090909672824355,0.30143337895932176,0.3117354336339762,0.374,0.422,0.169
DDU-DU DDU-DU (Remix),BLACKPINK,1.6142043423253165,0.1144070560859424,-0.8159760727212604,0.0341,0.906,0.68
Begin,BTS,0.6929883134634606,-0.5004291805597845,-0.19354470113043112,0.00357,0.842,0.308
Spring Day,BTS,1.1633168982149042,0.05783104014185172,0.08737810685941262,0.00708,0.831,0.461
MIC Drop,BTS,1.5699799441356306,-0.7074048935089968,-1.3615218741342092,0.00912,0.889,0.541
Euphoria,BTS,0.6131803985249259,0.920763819644339,-0.0034108635434344703,0.404,0.79,0.577
Lights,BTS,0.1672975858793243,0.689334142196336,0.44986510114207506,0.179,0.636,0.421
Trivia 承 : Love,BTS,0.9505582441159162,0.6899442019947403,-0.2245889652866483,0.242,0.761,0.484
Life Goes On,BTS,0.6895108778637916,0.5329647041312803,1.2161761202287178,0.00848,0.698,0.462
DNA,BTS,1.2848442924897336,0.2076783228623875,-0.6028495248975723,0.0245,0.754,0.672
Boy In Luv,BTS,2.3202802354491805,-3.317737104590284,-0.8667660744641814,0.00244,0.931,0.444
Crystal Snow,BTS,0.8086868673661497,0.4063218935576472,-0.03287948479280587,0.117,0.766,0.448
Dynamite,BTS,2.0766552772162234,0.9139976982962328,-0.2790330728256262,0.0112,0.765,0.737
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS;Charli XCX,1.327096691820034,0.4650002603202891,-0.8183964712776944,0.0967,0.74,0.541
Intro: Serendipity,BTS,-1.462444825756148,-0.9334720342584539,0.04005220486871988,0.523,0.581,0.282
Jamais Vu,BTS,-0.8861426146461534,1.030840434636403,0.9200016156119015,0.226,0.47,0.241
Respect,BTS,1.9190846806979545,0.2221538861443065,0.708696930605595,0.00491,0.838,0.526
Lights,BTS,0.19932350608594002,0.7669700685037123,0.3737037144250241,0.156,0.644,0.431
Trivia 起 : Just Dance,BTS,2.193737146635243,-1.0726099507466629,-0.2735861196942255,0.0929,0.906,0.393
IDOL,BTS,1.9932619310746948,-0.042426875554771815,-0.3453975014502936,0.00481,0.855,0.42
We Are Bulletproof Pt.2,BTS,2.891154674260261,-0.021025728035256833,-0.9233003866244016,0.0104,0.95,0.868
Boyz with Fun,BTS,3.3650465311280713,-0.504051414458938,-0.03571855003722876,0.0808,0.96,0.751
Ko Ko Bop,EXO,1.8531267590460643,0.5851622912010079,-0.9873539896979041,0.0319,0.85,0.672
ON,BTS,1.2887422205551489,-0.5095469783830678,0.5181981672593018,0.111,0.811,0.456
2! 3!,BTS,1.812761412533084,-2.4650954985943727,-1.4091460154496962,0.0257,0.928,0.601
Hold Me Tight,BTS,1.5389689948599587,-1.7726334666456778,-0.4610945947320274,0.0511,0.728,0.394
RUN,BTS,1.3829906344955867,-0.3388333750097884,-0.5564890462821612,0.00153,0.856,0.53
N.O,BTS,2.1032549688607194,-1.4471911622463705,-0.4646632683617689,0.0443,0.909,0.564
BOOMBAYAH - Japanese Version,BLACKPINK,2.3656789068731685,0.21746895147461034,-0.1088476854865489,0.0225,0.868,0.513
Intro : Persona,BTS,2.7372559367730482,-1.789005679980516,0.7742351375115042,0.0278,0.871,0.659
Best Of Me,BTS,1.4504603899431323,-0.17826636065302368,0.17078467598553246,0.0298,0.756,0.469
Butter,BTS,1.062160532469831,1.3451171931648949,-0.14718264724440983,0.00323,0.459,0.695
WHISTLE - Acoustic Ver.,BLACKPINK,-0.48278976807169816,2.4070543558397643,-0.08568360819177152,0.804,0.462,0.636
BTS Cypher 4,BTS,1.531610054603195,0.7688506925597547,-0.1940318142822286,0.00533,0.797,0.361
Moon,BTS,0.9354686548078419,0.38694068813409854,-0.5127131361255898,0.0104,0.646,0.64
Danger,BTS,1.7643135250738393,0.10465013332681422,0.2851310677384211,0.000913,0.848,0.37
Singularity,BTS,-1.9712995943766238,1.36438631756621,0.5192471873862423,0.56,0.272,0.198
Autumn Leaves,BTS,1.1307435446134377,0.21616185287739115,0.22292734163041092,0.0135,0.804,0.314
Intro : Persona,BTS,2.7372559367730482,-1.789005679980516,0.7742351375115042,0.0278,0.871,0.659
Intro: Boy Meets Evil,BTS,1.6405310740694263,-1.7141014820821925,-0.2610812078563656,0.0212,0.89,0.242
ON (Feat. Sia),BTS;Sia,1.2821905047054414,-0.39920424410871685,0.553490706011322,0.137,0.848,0.385
I Need U,BTS,2.180207363010278,-0.015896937412208136,0.7684796425972881,0.0184,0.897,0.649
FAKE LOVE - Rocking Vibe Mix,BTS,0.7503036408034428,-1.6468781444472578,-0.4470044972650773,0.0573,0.804,0.352
DDU-DU DDU-DU (Live),BLACKPINK,1.7889621887969298,-1.9439237700745329,-0.15270553473238102,0.0184,0.902,0.364
Intro : Persona,BTS,2.7372559367730482,-1.789005679980516,0.7742351375115042,0.0278,0.871,0.659
DDU-DU DDU-DU - Japanese Version,BLACKPINK,1.6714821237413,-0.18204822176277705,-0.5227576060818606,0.0296,0.845,0.428
Lose Control,JJ Lin,0.29622137103417817,-1.4979851702885143,3.758960041670637,0.223,0.75,0.279
青花瓷,Jay Chou,-0.39107389853795826,1.4117399078936683,0.18124508069345793,0.221,0.497,0.543
一路向北,Jay Chou,-0.5003808032015075,-0.6548182736924093,-0.24012160466850876,0.0133,0.617,0.3
晴天,Jay Chou,-0.8929172373478125,0.02816683240352882,-0.4036490233008337,0.276,0.567,0.399
夜曲,Jay Chou,0.6202514566079508,1.1253047596784218,1.083492200571495,0.285,0.649,0.6
七里香,Jay Chou,-0.7951457039665376,-0.4727097009976879,-0.3843124297079728,0.382,0.576,0.49
珊瑚海,Jay Chou;Lara Liang,-2.0560108032625504,-0.7770362354603668,-0.6157230816964561,0.773,0.565,0.149
最偉大的作品,Jay Chou,-1.297348463458531,-0.43593318216434135,-0.7983813396523796,0.501,0.58,0.23
孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,-1.4770492840523997,0.4320327321146577,-0.3153151557984683,0.63,0.535,0.293
告白氣球,Jay Chou,-0.6835723802503314,-0.5777679362442716,-1.3638817702259738,0.192,0.572,0.448
還在流浪,Jay Chou,-1.078166069179382,-0.5889733671424797,-0.8028370070242794,0.109,0.549,0.115
紅顏如霜,Jay Chou,-1.431526483199136,0.4607016934886813,-0.20004084592774965,0.674,0.599,0.298
稻香,Jay Chou,-0.34272602741046715,-0.4729965451615383,-1.066523189616456,0.286,0.626,0.205
擱淺,Jay Chou,-2.2581166085576103,-0.17565536938130724,0.08387648622107122,0.671,0.49,0.126
說好不哭,Jay Chou;Ashin Chen,-2.7550417606055286,-0.005475782088203506,-0.5743074524040118,0.53,0.363,0.383
半島鐵盒,Jay Chou,-0.6031574682579215,1.1751571342094371,-0.0521520752019642,0.432,0.439,0.491
髮如雪,Jay Chou,0.10537825652012127,0.4337683052247931,0.3000424191925742,0.565,0.7,0.351
蒲公英的約定,Jay Chou,-1.205777235911303,-0.15460372693956287,-0.1873121160976569,0.128,0.507,0.15
反方向的鐘,Jay Chou,0.08570705215093778,-0.025191668507896503,0.9801844931522731,0.0908,0.887,0.182
安靜,Jay Chou,-2.6157194811795073,-0.3527453430961275,-0.4095926433265204,0.613,0.402,0.124
不能說的秘密,Jay Chou,-1.4332995428035404,-0.4098594441019699,-0.2714420473152148,0.288,0.588,0.183
暗號,Jay Chou,-0.3788381741725671,1.076089949926533,-0.2098669767375716,0.503,0.564,0.529
愛在西元前,Jay Chou,0.6225191251319608,1.4114104353245014,-0.2985720837092512,0.177,0.681,0.723
楓,Jay Chou,-2.5564697598675954,-0.22880823638579104,-0.25481285944893084,0.76,0.435,0.145
修煉愛情,JJ Lin,-1.0572808668073375,-0.6210809529279125,-0.5183152668111727,0.63,0.648,0.239
可惜沒如果,JJ Lin,-1.7254334665052173,0.7905881999846441,0.7809988514625618,0.617,0.424,0.286
Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,-2.391756407867387,-1.7276537559126732,-1.3163985676544736,0.64,0.424,0.181
手心的薔薇,JJ Lin;G.E.M.,-2.1343485529775617,0.01138212579984103,0.892928579778906,0.849,0.499,0.17
富士山下,Eason Chan,-1.8575716754535776,0.4792732916548611,0.6284363205664282,0.499,0.44,0.528
十年,Eason Chan,-2.6433151248118136,0.5389755417073016,0.0018133999389598847,0.865,0.468,0.203
那些你很冒險的夢,JJ Lin,-1.892039467803615,-0.7196864829460362,-0.31781416979267785,0.785,0.487,0.28
粉色海洋,Jay Chou,-0.4617514308071158,-1.2563342748362905,0.2442625156535892,0.0469,0.598,0.355
錯過的煙火,Jay Chou,-0.2966972526616329,-1.7699857553439227,-1.0776771953863733,0.0147,0.809,0.307
我是如此相信,Jay Chou,-1.7239738914158491,-0.6122613299955282,-0.07125345065141066,0.145,0.538,0.107
單車,Eason Chan,-2.8392503484832172,0.9166346171785816,-0.14404557781571076,0.754,0.35,0.307
說好的幸福呢,Jay Chou,-1.5924450463556943,0.21791582525645928,0.21034482925231782,0.345,0.473,0.24
江南,JJ Lin,-1.730615011977824,0.569355257898552,0.2985301500367952,0.75,0.517,0.404
她說,JJ Lin,-3.3902504707375005,-1.1059744536216243,-1.3209814334868712,0.948,0.326,0.326
可愛女人,Jay Chou,0.05617678609491182,1.598698054130065,-0.49657864616375036,0.552,0.671,0.921
無條件,Eason Chan,-2.6128500924321005,1.120527564330051,-0.22190323929476588,0.825,0.37,0.465
不為誰而作的歌,JJ Lin,-1.464603279152172,-1.041271963836006,-0.6040540271921874,0.534,0.641,0.252
龍捲風,Jay Chou,-0.9625644654359918,0.5851830124346873,-0.8274015525283495,0.681,0.557,0.544
最長的電影,Jay Chou,-2.1012062198658428,0.12440090846381058,0.2960512269863538,0.19,0.359,0.165
我不配,Jay Chou,-1.2538401324480835,1.5389440539697892,0.230425793440569,0.511,0.489,0.363
退後,Jay Chou,-0.8891712350466291,0.34242698506643376,-0.28006013337849905,0.406,0.572,0.186
Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,-2.391756407867387,-1.7276537559126732,-1.3163985676544736,0.64,0.424,0.181
回到過去,Jay Chou,-2.6274043655563877,-0.6491689205836964,-1.1943293996413908,0.843,0.459,0.187
園遊會,Jay Chou,0.4987291297350873,0.7402743012464036,-0.10059633535136206,0.141,0.677,0.608
軌跡,Jay Chou,-1.4730657890992225,0.4309027597125624,1.115248466184468,0.21,0.476,0.17
花 海,Jay Chou,-0.9774776187026225,0.3708077235326032,1.4770834539835302,0.184,0.498,0.192
不該,Jay Chou;A-Mei Chang,-0.9184665304742534,0.20993560464598085,1.1615413951939138,0.19,0.619,0.187
彩虹,Jay Chou,-2.9725693414399728,0.49316452508225267,-0.5426717316915778,0.778,0.279,0.345
給我一首歌的時間,Jay Chou,0.49820419771362884,1.247274684104544,-0.14711173197636038,0.272,0.635,0.519
等你下課,Jay Chou;Gary Yang,-1.982221390000928,0.35670438613726047,-0.5869409086227428,0.504,0.415,0.465
倒影,Jay Chou,-0.107955880149993,0.4738462491908337,0.6064050091636703,0.0148,0.506,0.363
Mojito,Jay Chou,0.6266756862978559,1.8273747211940299,-0.02168390356448731,0.459,0.631,0.801
當你,JJ Lin,-1.6637315177225598,0.7301657075542151,-0.45712851110135133,0.739,0.476,0.365
不愛我就拉倒,Jay Chou,-1.287001613352985,-1.4636129669050535,-1.0171656039675354,0.313,0.719,0.26
以父之名,Jay Chou,-0.9831344513775945,-2.3062005452902317,0.830737334922709,0.298,0.564,0.398
蘭亭序,Jay Chou,-1.3266490934429798,-1.1874003461848557,-0.2672895900264206,0.317,0.54,0.342
聽媽媽的話,Jay Chou,0.1766943697251201,1.728511383361765,0.37539219645452276,0.391,0.64,0.595
黑色毛衣,Jay Chou,-1.5777079735434356,1.1795811388616229,0.051816269927173426,0.737,0.48,0.273
夜的第七章,Jay Chou,-0.036014791571357424,1.382599542326039,0.5078345554161828,0.452,0.628,0.477
開不了口,Jay Chou,-1.564652623615786,0.06229052667711667,-0.30145636284806887,0.598,0.525,0.362
好久不見,Eason Chan,-4.805925795779985,-0.4865942297266874,0.8005423939758752,0.772,0.242,0.113
明明就,Jay Chou,-1.7266578884594734,0.29163815740855586,0.41167205675725277,0.14,0.428,0.173
藉口,Jay Chou,-1.9072024648278219,-0.48406752313711704,-0.20357037034734515,0.617,0.584,0.169
最佳損友,Eason Chan,-1.9420248902749637,0.22074992579596384,-0.5841922207273259,0.81,0.542,0.324
星晴,Jay Chou,-2.8568129039509733,-0.23788378621778708,-0.9546659037037696,0.725,0.329,0.255
淘汰,Eason Chan,-0.6431940655049662,-0.4068553946131126,0.3425298904304271,0.192,0.551,0.206
妳聽得到,Jay Chou,-1.8696289317585861,1.1941958080732769,0.2933641169180257,0.409,0.368,0.224
說了再見,Jay Chou,-1.925791636845148,0.019495378331185073,0.10106816517424884,0.492,0.507,0.151
聽見下雨的聲音,Jay Chou,-0.48179201831556856,-2.1858837716513344,-0.7134539406195493,0.0294,0.726,0.271
最偉大的作品,Jay Chou,-1.7241970226815533,-1.3361941043219903,-0.7825444982241894,0.5,0.58,0.23
愛情轉移(國),Eason Chan,-1.7622055067147209,-0.07204472419607884,0.8243095877372587,0.709,0.481,0.357
美人魚,JJ Lin,-0.12149325172563209,0.6826337934281436,0.8150927052555766,0.451,0.647,0.452
關鍵詞,JJ Lin,-2.6370190099181463,-0.15890918283741604,-0.3287840992213543,0.824,0.452,0.327
浪漫手機,Jay Chou,-1.9344000402267703,-0.33695976236211744,-1.145887659723535,0.656,0.504,0.378
她的睫毛,Jay Chou,-0.04726467960845673,-1.1458482244511186,-0.5689692413864644,0.0435,0.731,0.373
東風破,Jay Chou,-0.8627007060083408,0.20054840122750156,0.45826424371379615,0.0988,0.41,0.361
說好不哭,Jay Chou;Ashin Chen,-2.891501412166343,-0.06327338305265189,-0.48593878045400735,0.478,0.35,0.343
葡萄成熟時,Eason Chan,-1.1367891564599928,-0.24161851577438972,-0.02091182638045953,0.417,0.567,0.223
世界末日,Jay Chou,-2.0400939516328696,-2.145255431066409,0.969290318610026,0.588,0.464,0.151
陽光宅男,Jay Chou,1.0837794657776825,0.6978290749591901,-0.5920174400786101,0.219,0.836,0.747
煙花易冷,Jay Chou,-1.9983281577129424,1.1188153980620479,1.173504638649699,0.514,0.465,0.196
任我行,Eason Chan,-3.185679740088027,0.027818735364911213,-0.07356716976132828,0.766,0.375,0.464
小酒窩,JJ Lin;Charlene Choi,-1.502825503790743,1.291752301363155,0.3978387830657241,0.732,0.442,0.338
明年今日,Eason Chan,-2.6802262668316432,0.8732061941914667,0.14592146394160563,0.71,0.397,0.214
千里之外,Jay Chou,-0.9267489124154751,0.6886124512647026,0.09035043830603856,0.343,0.547,0.169
裹著心的光,JJ Lin,-1.0430478190073467,-0.625752346236252,-0.4198983411019991,0.169,0.498,0.314
不潮不用花錢,JJ Lin,1.1189626171861977,1.6300304240112407,-0.18673459540455345,0.201,0.701,0.646
手寫的從前,Jay Chou,-1.9581125002176054,1.2248062589371433,0.7281514414045805,0.649,0.515,0.218
愛情廢柴,Jay Chou,-0.08082536475629179,0.23073358337524305,1.0453427103180752,0.0115,0.671,0.397
紅塵客棧,Jay Chou,-2.1462231627087225,-1.3380983854385227,-1.1080269205362223,0.387,0.468,0.274
黑夜問白天,JJ Lin,-1.6820912936733559,-0.6242368338625368,-0.24229596628532282,0.402,0.54,0.194
陀飛輪,Eason Chan,-2.9364623122194384,0.4750075390841402,-0.40546749655172154,0.936,0.309,0.376
浮誇,Eason Chan,-1.3847482242485443,-2.066399754734034,-1.765151901446876,0.229,0.562,0.243
背對背擁抱,JJ Lin,-1.336553797784931,-0.764111971393601,-0.2764344568776788,0.644,0.564,0.349
我們 - 《後來的我們》電影主題曲,Eason Chan,-5.499217463266511,-0.3780424393822968,-0.14452763621201853,0.956,0.0962,0.201
醉赤壁,JJ Lin,-1.4469649909810687,1.158312529205649,0.737727883297044,0.48,0.449,0.451
苦瓜,Eason Chan,-2.599003862106992,-1.3346900220883753,-1.502202928863182,0.646,0.427,0.459
菊花台,Jay Chou,-2.4109583383884545,-0.727342282878685,-0.24015961319835727,0.569,0.354,0.222
我落淚˙情緒零碎,Jay Chou,-0.26720879528202574,-0.312793895923884,0.16305864567898914,0.177,0.668,0.454
白色風車,Jay Chou,-0.7956554787669267,-0.43337235678227976,-0.4521560321789845,0.297,0.613,0.252
等你下課,Jay Chou;Gary Yang,-1.5816028592442846,0.2051334937237315,-0.6559935750469448,0.477,0.465,0.416
斷了的弦,Jay Chou,-0.6100794071554834,1.1116830768195993,0.44552088122904704,0.396,0.632,0.324
爺爺泡的茶,Jay Chou,0.740098080450318,-0.5061153162203306,-1.5532269578503635,0.244,0.667,0.601
愛的飛行日記,Jay Chou,0.19455075676041997,0.39716075262059364,0.15624417626353726,0.231,0.791,0.305
愛笑的眼睛,JJ Lin,-1.768113340141471,0.8188024301910166,-0.4634373178631676,0.759,0.423,0.397
K歌之王,Eason Chan,-2.9252894333106663,-0.027443449752336622,1.4270099108253795,0.754,0.349,0.271
黑色幽默,Jay Chou,-2.020101348744605,0.48567897768616797,-0.08158244810917424,0.406,0.292,0.231
算什麼男人,Jay Chou,-1.0402757736000423,0.2936707562343756,0.31879258123097687,0.356,0.572,0.306
浪漫血液,JJ Lin,-1.1838442931710011,-0.56602633850554,-0.4655357335979597,0.461,0.58,0.22
Shall We Talk,Eason Chan,-3.410707697740335,-1.039857715933237,-1.1656835261437832,0.816,0.309,0.496
分裂,Jay Chou,-2.0720868970046116,0.5911044207379506,0.09471317435919102,0.515,0.438,0.145
上海一九四三,Jay Chou,-1.8238979160545574,-0.40907521443818823,-0.9088213622174793,0.393,0.373,0.358
止戰之殤,Jay Chou,-0.7526862683101283,0.23004732553078505,0.6700854996585802,0.483,0.725,0.337
大笨鐘,Jay Chou,-0.49427359453091535,-0.4109420102434254,-0.5327249649654727,0.0527,0.617,0.248
外婆,Jay Chou,-1.030766416213434,-0.3326239650240661,-1.0221339832370746,0.632,0.711,0.507
飄移,Jay Chou,2.256061507962651,-2.0652142252280363,-0.7653794951022882,0.105,0.868,0.794
甜甜的,Jay Chou,0.31528974874765453,1.3692475690086305,0.11323278450604331,0.0409,0.574,0.77
超人不會飛,Jay Chou,-1.4965717729645136,0.050511912679816966,-0.3111818895299472,0.345,0.363,0.366
那些你很冒險的夢 (JJ20版),JJ Lin,-2.8250216347455557,-0.9931728104708396,-0.26417511851556763,0.672,0.449,0.116
Try - Kung Fu Panda 3 Official Theme Song,Patrick Brasca;Jay Chou,0.921949017307061,0.8524222612465315,0.1531276215828243,0.11,0.816,0.58
霍元甲,Jay Chou,1.8897692412972518,0.6407852238090826,0.11655846024753061,0.0674,0.915,0.683
新地球,JJ Lin,-0.03690778866982916,0.16424187098647797,0.10431221226390013,0.0596,0.664,0.204
是但求其愛,Eason Chan,-3.891512911812384,-1.74253740250039,-1.029858438603483,0.94,0.272,0.253
本草綱目,Jay Chou,1.2867593540191573,1.4268346008581676,0.1989462369373193,0.0212,0.701,0.682
歲月如歌,Eason Chan,-1.8753120927844504,0.5398508025024268,-0.7018539899915869,0.834,0.427,0.453
慢慢喜歡你 - Live at EasON AIR,Eason Chan,-3.6397210080268314,0.6674213438290701,0.017328175477548013,0.846,0.321,0.302
人來人往,Eason Chan,-3.3000806645238665,1.2387372658798186,1.5122180012888584,0.759,0.26,0.27
布拉格廣場,Jolin Tsai;Jay Chou,0.9788073057322089,-2.2012276840189275,-1.7205018730669002,0.316,0.806,0.408
交換餘生,JJ Lin,-0.9075211406050194,-0.7881557284786801,0.2827849545078954,0.0473,0.496,0.173
曹操,JJ Lin,0.40849908532301654,-0.6065675469581889,-0.703449718842551,0.00276,0.72,0.415
落花流水,Eason Chan,-1.3508925884210463,-0.21815669598705248,-0.5444476317954369,0.424,0.548,0.274
紅玫瑰(國),Eason Chan,-1.8602669361356872,-0.414226089263045,-0.26231573979994305,0.744,0.583,0.345
我們萬歲,Eason Chan;eason and the duo band,-0.6376813942377031,1.424396612580305,0.8259496826316989,0.318,0.494,0.556
沙龍,Eason Chan,-1.2221499036675945,-0.17677876304280188,-0.6638969137109226,0.658,0.58,0.347
Mojito,Jay Chou,0.4057368739956228,1.9181696144907523,0.008646271670176994,0.476,0.595,0.8
學不會,JJ Lin,-1.5135064189421699,-0.4393301718227989,-0.21831180058077795,0.67,0.604,0.203
將故事寫成我們,JJ Lin,-0.8966428275759417,-0.41481034753687573,-0.612619677186634,0.611,0.636,0.388
一絲不掛,Eason Chan,-1.5625229169369594,0.02401904602507787,-0.6525157102117559,0.722,0.545,0.534
Always Online,JJ Lin,0.35444095500873574,1.6454739442000204,-0.28824356769404597,0.443,0.55,0.695
Stay With You - 英文版,JJ Lin;Stefanie Sun,-3.256928271129248,-1.2044306672517289,-1.2789970112857534,0.86,0.302,0.425
我是如此相信,Jay Chou,-2.077383120869457,-0.3887993298107383,-0.0999354193118169,0.282,0.501,0.134
